unit,lat,lon,year,count,area_burned
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1963,1,1264.135
Modoc National Forest,41.339102,-121.147262,1963,3,1672.9854
Pinnacles National Park,36.499123,-121.116237,1963,1,176.336
Tulare County,36.210334,-119.335214,1963,3,1227.5776
Sonoma CDF (old),38.290522,-122.459658,1963,1,376.9302
Cleveland National Forest,33.022118,-117.094959,1963,3,948.6252
Fresno-Kings CAL FIRE,36.75156,-119.800612,1963,1,2793.705
San Luis Obispo CAL FIRE,35.266778,-120.659441,1963,3,1485.0158
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1963,1,593.1084
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1963,2,2277.9376
Los Angeles County,34.05513,-118.25703,1963,6,3450.1492
Northern CA District - BLM,33.913568,-117.263252,1963,1,151.3477
Los Padres National Forest,34.768611,-120.061716,1963,1,1552.7
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1964,6,5440.6313
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1964,3,4264.3559
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1964,3,17621.0376
Sierra National Forest,36.829829,-119.684965,1964,3,692.6758
Modoc National Forest,41.339102,-121.147262,1964,1,400.5537
Kern County,35.304076,-118.730207,1964,2,727.2755999999999
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1964,11,73692.7247
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1964,6,2553.873
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1964,4,2673.7605
Butte CAL FIRE,36.01296,-116.830549,1964,4,11283.3354
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1964,2,944.402
Los Angeles County,34.05513,-118.25703,1964,8,27417.1079
Fresno-Kings CAL FIRE,36.75156,-119.800612,1964,1,349.3309
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1964,3,3417.1865
Mendocino CAL FIRE,39.345892,-123.319092,1964,3,1078.2915
Lassen National Forest,40.20725,-120.90771,1964,1,182.9738
Cleveland National Forest,33.022118,-117.094959,1964,3,2258.9927
San Bernardino National Forest,34.090473,-117.260245,1964,3,815.8917
Santa Clara CAL FIRE,37.356651,-121.961118,1964,2,482.7612
Santa Barbara County,34.389656,-119.702652,1964,1,684.291
Ventura County,34.27834,-119.29317,1964,1,133.625
San Bernardino CAL FIRE,34.136809,-117.29278,1964,2,19641.6855
Sonoma CDF (old),38.290522,-122.459658,1964,3,12777.519100000001
Los Padres National Forest,34.768611,-120.061716,1964,3,67472.5805
Sequoia National Forest,36.032162,-119.078781,1964,2,1928.0511000000001
San Diego CAL FIRE,32.72793,-117.15529,1964,2,1236.7386999999999
Toiyabe National Forest,38.62689,-119.3935,1964,4,1681.6058
San Mateo - Santa Cruz CAL FIRE,37.562052,-122.308504,1964,1,1544.092
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1964,4,7138.7068
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1964,3,20203.4285
Plumas National Forest,39.937816,-120.94114,1964,4,3243.7612999999997
Riverside CAL FIRE,33.496892,-117.1504,1964,1,1721.098
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1965,2,877.6311
Six Rivers National Forest,41.840065,-123.997312,1965,1,180.4637
San Diego CAL FIRE,32.72793,-117.15529,1965,2,1955.1446999999998
Stanislaus National Forest,38.036256,-120.283203,1965,1,158.1888
San Bernardino National Forest,34.090473,-117.260245,1965,1,815.3291
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1965,3,19160.893
Santa Clara CAL FIRE,37.356651,-121.961118,1965,1,520.9969
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1965,1,1570.133
Los Padres National Forest,34.768611,-120.061716,1965,2,1150.9869
Toiyabe National Forest,38.62689,-119.3935,1965,1,293.705
Riverside CAL FIRE,33.496892,-117.1504,1965,5,1928.656
Sequoia National Forest,36.032162,-119.078781,1965,1,178.9477
Sonoma CDF (old),38.290522,-122.459658,1965,8,44123.8881
Kern County,35.304076,-118.730207,1965,4,2089.5292
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1965,2,3797.7183
Santa Barbara County,34.389656,-119.702652,1965,1,720.307
Klamath National Forest,41.336017,-122.841974,1965,1,1147.104
Cleveland National Forest,33.022118,-117.094959,1965,1,151.3093
Los Angeles County,34.05513,-118.25703,1965,3,1368.2489
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1966,4,3383.5811
Santa Barbara County,34.389656,-119.702652,1966,3,4000.5787
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1966,5,21111.0712
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1966,2,1293.6425
Butte CAL FIRE,36.01296,-116.830549,1966,6,12516.3538
Northern CA District - BLM,33.913568,-117.263252,1966,1,476.1524
Stanislaus National Forest,38.036256,-120.283203,1966,2,376.8787
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1966,5,1725.4982
Sierra National Forest,36.829829,-119.684965,1966,1,4619.337
Sequoia National Forest,36.032162,-119.078781,1966,5,3259.4156000000003
Santa Clara CAL FIRE,37.356651,-121.961118,1966,6,4035.3298
Los Padres National Forest,34.768611,-120.061716,1966,4,98220.07459999999
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1966,1,168.5683
Cleveland National Forest,33.022118,-117.094959,1966,1,4488.208
Tulare County,36.210334,-119.335214,1966,1,359.4314
Plumas National Forest,39.937816,-120.94114,1966,2,5372.835999999999
Fresno-Kings CAL FIRE,36.75156,-119.800612,1966,2,2226.3151
Lassen National Forest,40.20725,-120.90771,1966,2,2481.0487000000003
Klamath National Forest,41.336017,-122.841974,1966,1,11743.68
Los Angeles County,34.05513,-118.25703,1966,5,4892.7526
Kern County,35.304076,-118.730207,1966,3,22934.656000000003
Tahoe National Forest,39.301182,-120.678146,1966,1,987.1718
Yosemite National Park,37.58395,-119.695053,1966,1,146.1138
Eldorado National Forest,38.721085,-120.829644,1966,1,151.5258
Sonoma CDF (old),38.290522,-122.459658,1966,1,498.8623
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1966,1,3750.248
Mendocino National Forest,39.172201,-122.90607,1966,2,27838.192
Inyo National Forest,37.313458,-118.139056,1966,1,326.8001
Ventura County,34.27834,-119.29317,1966,1,1827.855
Marin County,37.87136,-122.513604,1966,2,1155.4765
San Diego CAL FIRE,32.72793,-117.15529,1966,1,329.4579
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1966,5,4022.4007
Riverside CAL FIRE,33.496892,-117.1504,1966,5,8250.3705
San Luis Obispo CAL FIRE,35.266778,-120.659441,1966,4,4444.1447
Toiyabe National Forest,38.62689,-119.3935,1966,1,1147.978
San Bernardino National Forest,34.090473,-117.260245,1966,1,173.1423
Shasta-Trinity National Forest,40.520709,-122.301395,1966,1,352.4118
Riverside CAL FIRE,33.496892,-117.1504,1967,3,34900.961
Sequoia National Forest,36.032162,-119.078781,1967,2,1097.2887
Tahoe National Forest,39.301182,-120.678146,1967,1,157.2195
Butte CAL FIRE,36.01296,-116.830549,1967,1,281.0892
Shasta-Trinity National Forest,40.520709,-122.301395,1967,1,430.2382
Siskiyou CAL FIRE,41.702654,-122.641241,1967,1,1938.537
Fresno-Kings CAL FIRE,36.75156,-119.800612,1967,5,6322.2419
Cleveland National Forest,33.022118,-117.094959,1967,7,88314.8386
Six Rivers National Forest,41.840065,-123.997312,1967,1,477.388
Santa Clara CAL FIRE,37.356651,-121.961118,1967,4,3311.2986
San Bernardino National Forest,34.090473,-117.260245,1967,1,193.6061
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1967,1,1063.428
San Diego CAL FIRE,32.72793,-117.15529,1967,4,1391.281
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1967,8,8947.7907
Stanislaus National Forest,38.036256,-120.283203,1967,2,470.964
Channel Islands - NPS,33.986645,-119.911155,1967,1,299.8882
Ventura County,34.27834,-119.29317,1967,6,58459.376000000004
San Bernardino CAL FIRE,34.136809,-117.29278,1967,4,2077.9896
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1967,4,2439.9130999999998
Los Angeles County,34.05513,-118.25703,1967,12,12399.4057
Mendocino CAL FIRE,39.345892,-123.319092,1967,2,775.7121999999999
Modoc National Forest,41.339102,-121.147262,1967,1,343.179
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1967,2,3874.0143
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1967,2,2458.3953
Tulare County,36.210334,-119.335214,1967,2,2337.8704
Los Padres National Forest,34.768611,-120.061716,1967,2,1110.8247999999999
Lake Taho Basin Management Unit,35.04304,-116.29502,1967,1,138.1237
Toiyabe National Forest,38.62689,-119.3935,1968,2,1519.1995
Riverside CAL FIRE,33.496892,-117.1504,1968,14,27071.3017
Cleveland National Forest,33.022118,-117.094959,1968,6,3722.6241
Tahoe National Forest,39.301182,-120.678146,1968,1,151.836
Tulare County,36.210334,-119.335214,1968,2,2529.2038
San Bernardino CAL FIRE,34.136809,-117.29278,1968,1,289.446
San Diego CAL FIRE,32.72793,-117.15529,1968,5,15344.9514
Sierra National Forest,36.829829,-119.684965,1968,3,3136.294
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1968,3,1940.9877
Santa Clara CAL FIRE,37.356651,-121.961118,1968,3,1791.0102
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1968,6,13964.3828
Siskiyou CAL FIRE,41.702654,-122.641241,1968,2,2694.869
Santa Barbara County,34.389656,-119.702652,1968,2,1211.0445
Klamath National Forest,41.336017,-122.841974,1968,5,3112.7291999999998
Fresno-Kings CAL FIRE,36.75156,-119.800612,1968,1,515.8328
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1968,2,3581.4979000000003
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1968,5,3277.6458000000002
Shasta-Trinity National Forest,40.520709,-122.301395,1968,1,730.4511
San Bernardino National Forest,34.090473,-117.260245,1968,3,13989.276
Los Padres National Forest,34.768611,-120.061716,1968,1,4255.444
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1968,2,1065.7345
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1968,1,1316.674
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1968,9,9757.5821
Marin County,37.87136,-122.513604,1968,1,115.2525
Kern County,35.304076,-118.730207,1968,3,2050.4446
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1968,1,465.8335
Pinnacles National Park,36.499123,-121.116237,1968,1,183.5002
Joshua Tree NP,33.913972,-115.839753,1968,1,239.232
Vandenberg Air Force Base,34.7483,-120.51817,1968,1,614.6849
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1968,6,3993.9358
Ventura County,34.27834,-119.29317,1968,3,1392.7446
Yosemite National Park,37.58395,-119.695053,1968,3,2963.5544
Sonoma CDF (old),38.290522,-122.459658,1968,1,4553.532
San Luis Obispo CAL FIRE,35.266778,-120.659441,1968,11,7989.0671999999995
Los Angeles County,34.05513,-118.25703,1968,16,78471.1942
Sequoia National Forest,36.032162,-119.078781,1968,1,758.628
San Bernardino CAL FIRE,34.136809,-117.29278,1969,1,1879.536
Los Angeles County,34.05513,-118.25703,1969,10,8162.5774
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1969,1,357.8728
Butte CAL FIRE,36.01296,-116.830549,1969,1,640.7897
Fresno-Kings CAL FIRE,36.75156,-119.800612,1969,5,8089.8832999999995
Klamath National Forest,41.336017,-122.841974,1969,2,521.4225
Cleveland National Forest,33.022118,-117.094959,1969,4,18765.5004
Pinnacles National Park,36.499123,-121.116237,1969,1,200.0543
Northern CA District - BLM,33.913568,-117.263252,1969,1,2581.987
Riverside CAL FIRE,33.496892,-117.1504,1969,3,20243.558800000003
Sequoia National Forest,36.032162,-119.078781,1969,4,2406.2937
Kern County,35.304076,-118.730207,1969,6,1628.653
San Diego CAL FIRE,32.72793,-117.15529,1969,4,7836.9562000000005
Santa Clara CAL FIRE,37.356651,-121.961118,1969,1,464.7759
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1969,2,2051.7357
Los Padres National Forest,34.768611,-120.061716,1969,2,379.89570000000003
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1969,1,516.9995
Tulare County,36.210334,-119.335214,1969,2,517.5485
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1969,1,4662.007
Lassen National Forest,40.20725,-120.90771,1969,2,1376.7029
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1969,1,464.4059
Eldorado National Forest,38.721085,-120.829644,1969,1,242.8072
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1969,4,1411.7138
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1969,3,3203.2342
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1969,1,255.6261
Santa Barbara County,34.389656,-119.702652,1969,2,1166.9267
Marin County,37.87136,-122.513604,1969,1,209.5979
San Luis Obispo CAL FIRE,35.266778,-120.659441,1969,4,2303.4332
San Mateo - Santa Cruz CAL FIRE,37.562052,-122.308504,1969,1,186.0699
San Bernardino National Forest,34.090473,-117.260245,1969,2,513.0567
Ventura County,34.27834,-119.29317,1969,1,1654.763
Six Rivers National Forest,41.840065,-123.997312,1969,2,587.2267999999999
Riverside CAL FIRE,33.496892,-117.1504,1970,13,21775.8457
Los Angeles County,34.05513,-118.25703,1970,21,191180.6401
Mendocino CAL FIRE,39.345892,-123.319092,1970,1,326.3582
Cleveland National Forest,33.022118,-117.094959,1970,8,175490.2324
Tulare County,36.210334,-119.335214,1970,2,631.8833
Angeles National Forest,34.181417,-118.074422,1970,1,501.8205
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1970,7,46415.9798
Orange County,33.802647,-117.84931,1970,2,3998.9428000000003
Channel Islands - NPS,33.986645,-119.911155,1970,1,707.5339
San Luis Obispo CAL FIRE,35.266778,-120.659441,1970,2,4742.3772
Shasta-Trinity National Forest,40.520709,-122.301395,1970,1,852.4375
Los Padres National Forest,34.768611,-120.061716,1970,4,544.8725
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1970,4,1556.0935
Sonoma CDF (old),38.290522,-122.459658,1970,1,773.0466
Ventura County,34.27834,-119.29317,1970,3,6599.5849
Sequoia National Forest,36.032162,-119.078781,1970,5,28202.206599999998
Pinnacles National Park,36.499123,-121.116237,1970,1,115.7687
Plumas National Forest,39.937816,-120.94114,1970,1,1082.053
Kern County,35.304076,-118.730207,1970,7,41244.3787
Marin County,37.87136,-122.513604,1970,1,110.9574
San Diego CAL FIRE,32.72793,-117.15529,1970,6,20433.52
Modoc National Forest,41.339102,-121.147262,1970,1,253.2903
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1970,4,1661.7694999999999
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1970,4,7135.8787
San Bernardino National Forest,34.090473,-117.260245,1970,10,94459.6151
San Bernardino CAL FIRE,34.136809,-117.29278,1970,2,1600.2741999999998
Sequoia - Kings Canyon NP,36.49042,-118.82488,1970,2,594.4268999999999
Stanislaus National Forest,38.036256,-120.283203,1970,2,463.006
Klamath National Forest,41.336017,-122.841974,1970,1,152.9538
Santa Clara CAL FIRE,37.356651,-121.961118,1970,9,10901.620200000001
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1970,2,2148.8224
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1970,1,301.4769
Fresno-Kings CAL FIRE,36.75156,-119.800612,1970,3,1585.5686
Eldorado National Forest,38.721085,-120.829644,1970,1,1455.242
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1970,5,2524.2433
Santa Barbara County,34.389656,-119.702652,1970,1,696.8755
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1971,1,974.3779
Sequoia - Kings Canyon NP,36.49042,-118.82488,1971,1,244.2499
Plumas National Forest,39.937816,-120.94114,1971,1,140.4017
Pinnacles National Park,36.499123,-121.116237,1971,1,163.7478
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1971,2,1094.6629
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1971,3,1494.8912
Sequoia National Forest,36.032162,-119.078781,1971,3,2440.856
Siskiyou CAL FIRE,41.702654,-122.641241,1971,1,420.6088
Ventura County,34.27834,-119.29317,1971,3,5318.0118
Los Padres National Forest,34.768611,-120.061716,1971,3,20998.708
San Bernardino National Forest,34.090473,-117.260245,1971,3,1373.8974
San Diego CAL FIRE,32.72793,-117.15529,1971,1,1223.828
Six Rivers National Forest,41.840065,-123.997312,1971,1,242.9201
Klamath National Forest,41.336017,-122.841974,1971,2,591.048
Cleveland National Forest,33.022118,-117.094959,1971,4,827.838
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1971,1,489.2726
Stanislaus National Forest,38.036256,-120.283203,1971,1,112.1967
Santa Clara CAL FIRE,37.356651,-121.961118,1971,2,910.2745
Los Angeles County,34.05513,-118.25703,1971,9,2441.0562
Vandenberg Air Force Base,34.7483,-120.51817,1971,1,614.4665
Mendocino National Forest,39.172201,-122.90607,1971,3,2999.9832
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1971,5,5888.5152
Mendocino CAL FIRE,39.345892,-123.319092,1971,2,1935.9757
Modoc National Forest,41.339102,-121.147262,1971,3,5460.67
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1972,1,642.9755
Sonoma CDF (old),38.290522,-122.459658,1972,2,2265.6938
Klamath National Forest,41.336017,-122.841974,1972,3,594.3251
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1972,1,655.3225
Santa Barbara County,34.389656,-119.702652,1972,1,121.829
Butte CAL FIRE,36.01296,-116.830549,1972,2,699.0396000000001
Sequoia National Forest,36.032162,-119.078781,1972,4,1806.0956
San Diego CAL FIRE,32.72793,-117.15529,1972,4,3833.8837000000003
Modoc National Forest,41.339102,-121.147262,1972,2,210.9721
Stanislaus National Forest,38.036256,-120.283203,1972,2,1059.5769
Inyo National Forest,37.313458,-118.139056,1972,6,3277.5306
Plumas National Forest,39.937816,-120.94114,1972,3,2122.1915
Lassen National Forest,40.20725,-120.90771,1972,1,252.2463
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1972,5,3903.0411
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1972,3,3931.2645
San Bernardino CAL FIRE,34.136809,-117.29278,1972,1,294.7308
San Bernardino National Forest,34.090473,-117.260245,1972,6,4495.6233999999995
Los Angeles County,34.05513,-118.25703,1972,5,2487.6984
Mendocino CAL FIRE,39.345892,-123.319092,1972,3,6586.427500000001
Riverside CAL FIRE,33.496892,-117.1504,1972,1,1194.683
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1972,1,3931.33
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1972,1,571.1785
Northern CA District - BLM,33.913568,-117.263252,1972,1,145.5762
Fresno-Kings CAL FIRE,36.75156,-119.800612,1972,1,888.3101
Cleveland National Forest,33.022118,-117.094959,1972,6,4684.6447
Eldorado National Forest,38.721085,-120.829644,1972,2,457.9696
Sequoia - Kings Canyon NP,36.49042,-118.82488,1972,1,115.2237
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1972,6,16170.238599999999
Toiyabe National Forest,38.62689,-119.3935,1972,1,156.1582
Siskiyou CAL FIRE,41.702654,-122.641241,1972,1,2816.811
Los Padres National Forest,34.768611,-120.061716,1972,1,17326.34
Six Rivers National Forest,41.840065,-123.997312,1972,1,209.865
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1972,1,188.5976
Sierra National Forest,36.829829,-119.684965,1972,1,129.9202
Tahoe National Forest,39.301182,-120.678146,1972,3,2143.9702
Yosemite National Park,37.58395,-119.695053,1972,1,101.718
Tahoe National Forest,39.301182,-120.678146,1973,2,811.2589
San Luis Obispo CAL FIRE,35.266778,-120.659441,1973,3,7235.012699999999
Mendocino CAL FIRE,39.345892,-123.319092,1973,4,9731.456699999999
Mendocino National Forest,39.172201,-122.90607,1973,1,26427.54
Stanislaus National Forest,38.036256,-120.283203,1973,2,16542.2542
Cleveland National Forest,33.022118,-117.094959,1973,7,1133.8048
Eldorado National Forest,38.721085,-120.829644,1973,2,11030.2315
Sequoia - Kings Canyon NP,36.49042,-118.82488,1973,3,4982.242
Riverside CAL FIRE,33.496892,-117.1504,1973,11,64156.7504
Klamath National Forest,41.336017,-122.841974,1973,2,9164.1626
Marin County,37.87136,-122.513604,1973,1,202.4172
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1973,2,1090.6279
San Diego CAL FIRE,32.72793,-117.15529,1973,2,8618.5451
Toiyabe National Forest,38.62689,-119.3935,1973,3,778.765
Butte CAL FIRE,36.01296,-116.830549,1973,5,3089.6736
Ventura County,34.27834,-119.29317,1973,4,13944.441900000002
Fresno-Kings CAL FIRE,36.75156,-119.800612,1973,5,3128.7931
San Bernardino CAL FIRE,34.136809,-117.29278,1973,2,1958.8685
San Bernardino National Forest,34.090473,-117.260245,1973,3,865.8154
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1973,3,1543.8030999999999
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1973,2,13567.7542
